Publisher,Title,Content Summary,Year published,Author / editor,Geocoordinates,Region,Global South / North,Link
Lemonade Press,Devolve,"The Suits want things to stay exactly as they are. Gatekeepers gonna gatekeep. Naturally the most interesting work happens when people bypass them entirely. Ground-up design is the radical act of making something work when you're not supposed to, when you don't have permission, when all you've got is duct tape and spite. It's trash culture as infrastructure. It's the hand-painted lettering on a liquor store window. It's zines photocopied after hours. It's bootlegs crafted without concern for copyright. And we are here for it. Lemonade is a magazine that celebrates the glorious practice of making without asking.",2024,,,North America,Global North,https://lemonade.press/pages#devolve!
Lemonade Press,Why can't I touch it?,"The internet of today is a highly commercialized web of multinational corporations, proprietary applications, read-only devices, and algorithms. Silicon Valley has spent decades steering the web towards convenient, frictionless experiences in search of the quickest, cheapest way to get your data or your dollar. It wasn’t always that way. The early internet was bright, rich, personal, slow and under construction. The web of amateurs and personal pages was washed away by big tech and universal UX best practices.",2024,,,North America,Global North,https://lemonade.press/pages#why-can't-i-touch-it
Lemonade Press,Roe-Zee's,"The San Fernando Valley—known for sprawl, smog, and porn—was shaped by waves of immigration, post-war growth, and a mix of urban and suburban life that has given rise to a unique typographic identity. From handwritten signs advertising corner shops to murals that echo the area’s Chicano roots, the typography in these spaces captures the spirit of self-expression and survival. These hand-crafted letters are more than just words—they are a testament to the Valley’s diverse identities, offering a visual language that mass-produced signage could never replicate. In a place often overshadowed by its glitzy neighbors, this grassroots typography remains a proud symbol of local history, community, and creativity.",2024,,,North America,Global North,https://lemonade.press/pages#roe-zee's
Lemonade Press,Gutenberg Never Did This,"Zines, short for fanzines, are self-published pamphlets often published out of political necessity by dissidents, counter-cultures, under-represented, and marginalized groups. They’ve existed in leaflet and pamphlet form for as long as such technology has been available. The Dada movement used the little magazine format to fight the enemy as they saw it: the nationalistic and bourgeois culture in Europe. Some of the first were the Little Magazines of the Harlem Renaissance and sci-fi fanfic from the 20s and 30s. Through the 60s and 70s, as Xerox machines became more widely available and as we understand them today began to appear. They can be the glue that holds a movement together by giving a voice and visibility to ideas outside of mainstream culture. ",2024,,,North America,Global North,https://lemonade.press/pages#gutenberg-never-did-this
Lemonade Press,Rip off,"Culture and knowledge are public assets. Education, scientific research, collective historical endeavors, and publicly managed archives constitute our intellectual commons. This abstract realm fosters collective creation, improvement through discourse and innovation. Copyright law privatizes collective knowledge, limiting access for profit, reducing culture and knowledge to tradable commodities. Practices like bootlegging, remixing, and appropriation challenge these norms by subverting intellectual property laws, critiquing consumerism, and empowering individuals.",2024,,,North America,Global North,https://lemonade.press/pages#rip-off-1
Lemonade Press,Freewheeler,"At the end of the dusty trail, you’ll find a relatively unknown corner of the San Fernando Valley, Sunland-Tujunga. Part working-class and part bohemian, it exists in a strange mix of weathered stucco, gilded McMansions, and cowboys. The last stop on the escape from LA, where forgotten corners not yet gentrified feel both on the edge and outside of it. Instead of essays, this issue is purely visual exploration, focusing on the overuse of the typeface Hobo and the eclectic mix of businesses it represents. From taco trucks to DUI lawyers to Scientology centers, each page is a meditation on a place that thrives on its unpolished, UFO-sighting energy. ",2024,,,North America,Global North,https://lemonade.press/pages#freewheeler
Lemonade Press,Freak out,"Your ultimate guide to becoming a real-life, unapologetic freak. Embrace your weirdness and thrive in it with a little help from history’s freakiest freaks. We’re talking about living on the fringes, carving out space in a world that doesn’t give a damn about you, and doing it with style. If you’ve ever felt like the world’s been trying to make you normal—this is your blueprint for rejecting that. Just follow the steps, take notes, and remember: the only thing more exhausting than being a freak is pretending to be anything else.",2024,,,North America,Global North,https://lemonade.press/pages#freak-out!-1
Lemonade Press,NOTAFLOF,"Houses as throwaway objects like beer bottles, now that's a provocation! For decades, progressive designers have explored waste as a building material. Some went as far to imagine houses made entirely of garbage that you could disassemble, rebuild, and adapt at will. Sounds radical but it did actually move to mass production. In the '70s, Heineken designed the WOBO, a beer bottle shaped like a brick that could be stacked to build walls. Drink your beer, build your house. The whole concept challenged sacred homeownership by making construction materials free and widely available. Fifty years later, we're drowning in waste and facing housing crises simultaneously. Garbage housing proposes solving both at once.",2024,,,North America,Global North,
Lemonade Press,People Power,"What if everyone made their own power? Low Tech Magazine runs on one solar panel and goes dark when it's cloudy. Sounds insane but maybe that's more honest than pretending the internet is free and energy is infinite. Bike generators, intermittent solar, living within tight limits on what you actually need versus American excess™. We explore the fantasy of decentralized energy free from utility companies. Probably impossible, definitely interesting. What would it take to live like that?",2024,,,North America,Global North,https://lemonade.press/pages#people-power-1
Lemonade Press,I ♥︎ TOOLS,"The first copy of Photoshop came in a chunky cardboard box. Designers paid once and it was theirs forever. We've regressed from owners to perpetual renters of our own means of production. Everything's a subscription: movies, music, transportation, clothing, culture, all of it metered and monitored monthly. You own nothing (unless you're one of those weirdos hoarding milk crates full of analog media and, if so, we salute you). Some faceless corporate creep charging us rent just to use tools is NOT CHILL and decidedly disrespectful to the craft. Tools shape the work, ownership shapes agency, and we're digging into the whole mess.",2024,,,North America,Global North,https://lemonade.press/pages#i-3-tools
Libri Finti Clandestini,Floating Loophole,"The escape route is not always an escape expedient but it can be a remedy, a leap that in this case leads to a new dimension, high and floating above the buildings and roofs of the city, almost at sky level. Fanzine printed in Risograph with manual fluorescent orange spray interventions, created in collaboration with Spazienne, Nicolò Colciago+Stefano Comensoli, 5X Letterpress, Sparkle Studio and Tanguy Bombonera. All the material in this publication was collected, scanned, and photographed during the exploration of an abandoned energy production and storage site.",2023,,,Europe,Global North,https://librifinticlandestini.bigcartel.com/product/floating-loophole
Libri Finti Clandestini,Infinite Circle,"30 stations, total length 34.5 km , journey time 1 hour and 10 minutes at an average speed of 90 km/h. 4 million users per day. Every day this cycle repeats itself on the Yamanote Line , Tokyo's circular railway. On December 4, 2023, at 11.20 am, the Libri Finti Clandestini collective, 5X Letterpress, Outis Manufacture and RS boarded one of these convoys to try to carry out an almost impossible mission: document the journey around the main stations of the Japanese capital with a portable scanner, smartphone and camera and, once the journey was completed (the same evening as the mission on the circular railway), select, edit and lay out the collected material to give life to the mini publication INFINITE CIRCLE - 無限の円, printing and hand-packaging it in the first copy in a combi store in Tokyo, Minato city, Akasaka, on 90 g/m2 white paper and HEIWA Paper fluorescent green paper from Osaka.",2023,,,Europe,Global North,https://librifinticlandestini.bigcartel.com/product/infinite-circle
Libri Finti Clandestini,UFO! UFO! Taiwan race,"On October 31, 2023, we went to Taiwan together with Luogo Comune with the aim of exploring the island and creating a self-produced zine with the material we would have collected in the days immediately following our arrival, to be presented at the Taipei Art Book Fair, starting from November 3, 2023. Documenting everything with an iPhone, portable scanner, and camera, we collected graphic and visual material, between the streets of Taipei and an abandoned village towards the East China Sea. So, in a total of 96 hours we edited, laid out everything, and printed and bound the zine.",2023,,,Europe,Global North,https://librifinticlandestini.bigcartel.com/product/ufo-ufo-taiwan-race
Lichen Books,Pack,"Gray Wielebinski’s Packcollects over 200 of the artist’s full-page collages, loosely assembled around themes of masculinity, collectivity, games, sex, guns, and various forms of violence. Illuminating multiple meanings of the term pack – from packing heat to pack mentality – the book toys with the idea of the whole that is greater than the sum of its parts. At turns surprising, disturbing, and humorous, the collages break down the boundaries of the individual and draw our attention to the idea of the collective body. Pack includes a new essay by Asa Seresin, Monsieur Thing’s Origin that ties together the history of medical prosthetise with the history of dildos.",2025,Gray Wielebinski,,Europe,Global North,https://lichen-books.org/products/gray-wielebinski-pack
Lichen Books,TEETH KISSIN' Where Elephants Reside,"TEETH KISSIN’ Where Elephants Reside is an adaptation of Southgate-Smith’s spoken word poetry written throughout the period of 2019-2021. The book uses archival material, in this case, archival photographs and the artist's original images to create a sequence of collages integrated with spoken word poetry. She/They adopt a cross-disciplinary approach, blurring the line between the personal, historical and collective.",2022,Divine Southgate Smith,,Europe,Global North,https://lichen-books.org/products/teeth-kissin-where-elephants-reside
Limestone Books,Black Limestone,"Black Limestone is the sedimentary rock of anarchist history.  This is a series of semi-fictional magazines, printed in Berlin, that collects fragments of anarchist activities in East and Southeast Asia in the early 20th century. The printers attempt to publish and refine the sediments, reconstructing the transnational networks of Asian anarchist revolutionaries from archives in different languages of the 20th century. They aim to offer an internationalist vision for an increasingly fragmented world.",2025,,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/black-limestone?_pos=1&_fid=44477b71d&_ss=c
Limestone Books,"On Foraging in Palestine, Japan & Maastricht ","On Foraging in Palestine, Japan & Maastricht looks at foraging as more than a means of survival—it’s a quiet, everyday act of resistance. From occupied Palestine to rural Japan and urban Maastricht, foraging reveals how access to land, freedom of movement, and alternative ways of living are deeply entangled. In contested or urbanized landscapes, it becomes a way to reclaim connection—with nature, place, and one another.",2025,,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/on-foraging-in-palestine-japan-maastricht?_pos=2&_fid=44477b71d&_ss=c
Limestone Books,Amsterdam Lunch,"This small book is a report on a re-enactment project by Taiwanese designer Chen Jhen, recalling her attempts to assimilate into Dutch culture at the lunch table of an Amsterdam design agency. Desperate, she secretly jots down very precise notes on the – for her unfathomable – way the other people around the table are eating and behaving. These notes then form the script for a performance of this observed ‘lunch table behaviour’. The book is a written-out version of the performance: her reworked notes, descriptions of actions spread across the pages (‘chewing – chewing – scooping some salad with fork’) and photos of gestures and plates of food. Using a visible screen works like a translation of the process of zooming in on the details observed. Chen dissects table manners like an anthropologist, resulting in a surprising, at times rather embarrassing but also hilarious reflection on Dutch ‘lunch table culture’. As we have seen several times this year, creative use is made of transparent paper: for example in the title and subtitle, printed in sections on the next and even the following page – so ‘being the other’ is literally consigned to another page. The whole book is printed in the shades of brown you get when you mash up bread with peanut butter and chocolate paste.",2019,Chen Jhen,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/amsterdam-lunch?_pos=3&_fid=44477b71d&_ss=c
Limestone Books,ICUM,"Welcome to ICUM, an audacious zine dedicated to the unapologetic exploration of ku’er, transcending traditional art spaces with an ethos defined by the intersectionality of global connections. In our inaugural issue, ICUM invites readers to revel in the versitality of queer art and curation. This groundbreaking issue features a thought-provoking essay on Pro BDS/M curation at Documenta Fifteen, an exclusive interview with El Insulto, a Mexican grassroots sex archive, selected emails with Thai artist Samak Kosem, and insightful pieces on Taiwanese female artist Lí Tik-hô and the innovative MuseoQ, a queer museum from Colombia. Immerse yourself in ICUM's boundary-pushing world, embracing the wild creativity within the queer cosmos. This first issue encapsulates the essence of ICUM's manifesto, challenging institutional norms, celebrating versatile expressions, and redefining the boundaries of artistic/curatorial practices. From Thailand to Taiwan, from Mexico to Colombia, ICUM delves into queer experiences transnationally, exploring the multifaceted world of queer art and curation.",2023,YU Liang-Kai,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/icum-a-zine-dedicated-to-the-exploration-of-ku-er-or-queer-art-and-curation-transcending-the-boundaries-of-prudish-museums?_pos=5&_fid=44477b71d&_ss=c
Limestone Books,Atlas of Queer Anatomy,"Artist Kuang-Yi Ku and STI specialist Prof. Dr. Henry de Vries reimagine the human form, dismantling the patriarchal, heteronormative, and Western-centric frameworks of classical anatomy. Atlas of Queer Anatomy raises critical questions about the way bodies are understood and represented, offering fresh perspectives on the diversity and fluidity of human anatomy. What does it mean to  visualize the transmission of STIs as an interplay between human bodies and microorganisms? How can intersex anatomies challenge the rigid binaries of traditional medical education? Why are gender-affirming surgeries so absent from anatomy textbooks, and what happens when we redefine original bodies? What stories do body odors tell about our symbiotic relationship with invisible ecosystems? And how do sex toys expand the boundaries between the human body and machines?",2025,"Kuang-Yi Ku, Dr. Henry de Vries","50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/atlas-of-queer-anatomy
Limestone Books,"Perverted Norm, Normal Pervert","In the project, Perverted Norm, Normal Pervert, artist Kuang-Yi Ku collaborates with scientist Dr. Joris M. Koene, associate professorin the Amsterdam Institute for Life and Environment at Vrije Universiteit Amsterdam in the Netherlands. The scientist’s research demonstrates the gender fluidity of a non-human species, which is the starting point of this project at some level. Koene’s expertise lies in the hermaphroditic reproduction strategies of snails, and he has a well-equipped breeding facility for freshwater snails. Using this system, Koene’s research has revealed various aspects of snail reproduction. From his research, we find that part of the nature in snail’s sexual activities, which are taken for granted, may seem abnormal in human society. However, some sexual activities of snails are becoming normal in the context of human society. That is to say, in this case, the definition and boundary of normal and pervert are fluctuating and unstable. Such fluidity reflects the affinities and differences among different species; in the meantime, such fluidity prompts us to rethink the rigidity of human society’s perception of sex. In this project, Ku first focuses on four particularities of sex to compare and contrast the sexual activities between snails and humans, taking scientific knowledge as the basis, for the following visual art creations.",2023,,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/perverted-norm-normal-pervert?_pos=6&_fid=44477b71d&_ss=c
Limestone Books,Goodbye to the Art,"Project Goodbye to the Art is the very last exhibition of two tools (machines) that were left behind in the Netherlands after the artist Sooji Lee's return to Korea and documents the journey of dismantling and disposing of them in small steps in the exhibition. This symbolic act will take place at Limestone Books, a bookstore and art space in Maastricht. The exhibition will delve into the significance and consequences of this decision, offering insights into the global artistic landscape, the fragility of the artist's practice, the scarcity of materials globally, and the inherent dynamism of artwork and materials.",2023,Sooji Lee,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/goodbye-to-the-art-sooji-lee?_pos=7&_fid=44477b71d&_ss=c
Limestone Books,Tropical Reading: Photobook and Self-publishing (Second Edition),"Tropical Reading: Photobook and Self-publishing (Second Edition) emerges from Fotobook DUMMIES Day’s field research across Southeast Asia, offering an insider’s exploration into the realm of photography practitioners , artist collectives, independent publishers, art bookstores, spaces and organizations. This publication is the first monograph focusing on Southeast Asia through the lens of photobook and self-publishing. At the end of 2019, Fotobook DUMMIES Day conducted interviews with photography practitioners and publishers across Bangkok, Chiang Mai, Manila, Laguna, Jakarta, Yogyakarta, Ho Chi Minh City, Hanoi, and Yangon. The paper spaces they created  through books reflect the abundant visual and cultural landscapes of Southeast Asia, while simultaneously revealing a resilience shaped by the unseen boundaries of censorship and the absence of governmental support. The second edition restructures its narrative through the distinctive way of working in Southeast Asian communities, divided into two chapters: A Dots, Islands and B Nets, Oceans. It aims to represent individual-driven and collective publishing practices, underscoring their adaptive and collaborative characteristics. The book features conversations with practitioners and publishers, in-depth interviews, and comprehensive observations on the landscape of art publishing in Southeast Asia. Originally published in Taiwan in 2022, Tropical Reading saw its reissue in the Netherlands in 2024. The second edition includes four additional online interviews from 2022, featuring artists and publishers from Bandung, Kuala Lumpur, Phnom Penh, and Singapore, along with an introductory forward by Photobooks& author Matt Johnston. Fotobook DUMMIES Day was founded in Taipei in 2018, focusing on curating exhibitions, events, and discussions centered around photography and self-publishing, while hosting  a photobook fair under the same name.",2024,Fotobook DUMMIES Day,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/tropical-reading-photobook-and-self-publishing-2nd-edition?_pos=4&_fid=44477b71d&_ss=c
Limestone Books,Cut from a Bigger Cloth,"Cut from a Bigger Cloth reflects the path that brought Addoley Dzegede to making textile work based primarily on the history of wax print and how Dutch manufacturers copied Indonesian batik through an industrial process, making a cloth that eventually became so identified with Africa that many don't realize its origins. The book is divided into sections, including photos from Addoley's family archive of studio photographs in the years following Ghana's independence from British colonization, and one photo possibly from before (of Addoley's great-great-grandfather). Some of the wax prints that family members and her father’s friends are wearing are still made today by Vlisco in Helmond. There is a section of risographs based on drawings she made of batiks in the Quai Branly collection and at the Victoria & Albert Museum. And there are her musings on how she became interested in these histories, trains of thought made during research trips, examples of her work over the past 7 years, as well as a section with natural dye recipes from the Color + Conquest course she taught at Piet Zwart Institute.",2023,Addoley Dzegede,"50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/cut-from-a-bigger-cloth?_pos=8&_fid=44477b71d&_ss=c
Limestone Books,Making Love in the Zoo,"Making Love in the Zoo explores stories of sexuality in the environment of captivity in the Zoological garden. The zoo is a place of nostalgia and wonder, and reflects our preconceived ideas about nature, but what do stories of sexuality from the perspective of the zoo's residents tell us about our own sexuality? Is there such a thing as sexual freedom for the caged To what extent is a 'forced marriage' allowed, and how do you decide for insemination? For this publication, Kuang-Yi Ku and Thijs de Zeeuw started by researching the role of sex and reproduction in the zoo. But, as it is with sex, they couldn't stop fantasizing, and so this publication is not just a presentation of their research, but contains speculative designs as well. The stories you find are the result of conversations with the zoo, its keepers and researchers, and discussion between Kuang-Yi and Thijs. They discuss their work and question the role of sex in the Zoo of the Future!",2022,"Thijs de Zeeuw, Kuang-Yi Ku","50.8514, 5.6910",Europe,Global North,https://limestonebooks.org/products/making-love-in-the-zoo?_pos=9&_fid=44477b71d&_ss=c
Local Gr0up ,Lexicon of Nature ,"Lexicon of Nature is a visual encyclopedia, bringing together the works of approximately 40 artists to explore the theme of speculative stress aka stress in nature. The magazine delves into the intersections of environment and internet aesthetics, offering personal perspectives on the pressures shaping our identities in the contemporary world.  Each work serves as a response to the challenges of today and the uncertainties of tomorrow. By interpreting speculative stress through diverse mediums and approaches, the featured artists create a dialogue that resonates across disciplines.   With this initiative, we aim to document artistic visions and generate discussions around the transformative power of creativity in addressing our challenges.",2024,"Yan Tashtoush, Elliot Fry",,Europe,Global North,https://localgr0up.com/5/
Local Gr0up ,Local stickerbook,"The Local Stickerbook is not a traditional art magazine; it is an interactive experience. Within its pages, the work of each artist is presented in a sticker format, creating over 200 individual stickers that readers can peel off and use, making art accessible, fun, and engaging. This approach allows art to be experienced in a tactile and personal way, encouraging creativity in everyday life while promoting global dialogue and understanding.",2023,"Yan Tashtoush, Sasha Sakara",,Europe,Global North,https://localgr0up.com/8/
Loneliness Books,Practice of empathy and distance,"The author talks about the first time he found someone who looked like him in a story; the pride parades he participated in in Tokyo and Seoul; Japan's same-sex marriage lawsuit and civil partnership system; and queer people who are/were living in the same era. Sometimes, someone else's pain, anger, or sadness can seem as if it were your own. We blend together like emulsified oil and water. But you are only you, and I am only me. Empathy and distance are what allow us, as different people, to coexist despite our overlaps and misalignments. This essay explores the possibilities and difficulties of empathy and distance. This is a collection of essays that consider the gaps between oneself and others, norms and deviations, the personal and the social... various things, lingering and wavering. ",2024,Osamu Konuma,,East Asia,Global North,https://qpptokyo.com/items/663b12e59fb102002b73ef74
Loneliness Books,Intersecting Palestine: For a New Solidarity,"This long-awaited book is a compilation of online teach-ins hosted by the Korean YMCA in Japan, a movement bridging Japan, Korea, and Korean residents in Japan that has been conducting exchange projects with Palestine since 2006. Using the concept of intersectionality, which grasps the complex realities of discrimination and inspires liberation practices against it, this book re-examines the history of oppression and resistance surrounding Palestine and reveals the possibilities of solidarity. Packed with eight cutting-edge essays, including feminism, critical geography, the intersection between Palestine and the American Black liberation struggle, queer theory, Korean residents in Japan and Palestine, the footsteps of the Japanese Red Army, Palestinian liberation theology, and religious thought in opposition to Zionism, this book is a toolbox of intersectional knowledge and practice. ",2023,Takanori Hayao (edited by the Korean YMCA in Japan),,East Asia,Global North,https://qpptokyo.com/items/65ad188e14555508f582e97e
Loneliness Books,What is Gaza? - A quick lecture to understand Palestine,"On October 7, 2023, a Hamas-led cross-border surprise attack sparked an intensification of Israeli attacks on the Gaza Strip. The author, a longtime expert on the Palestinian issue and a specialist in both the Palestinian issue and contemporary Arabic literature, uses a simple narrative style and powerful words to clarify various questions and their true nature. What is happening now? What is the root of the Palestinian issue? How was Israel created as a country? What is Zionism? What kind of region is Gaza? What kind of organization is Hamas? What can we do now? This is the first book you'll want to pick up right now; it's not only the best guide to the present, but also a stepping stone to what we can learn and what we should do going forward.",2023,Mari Oka,,East Asia,Global North,https://qpptokyo.com/items/65afdda1380c3d0b7749515d
lupemacanudo,Happy-Go-Lucky,"ZINE Happy-Go-Lucky is a visual love letter to childhood, music, books and the quiet beauty of everyday life. This collection draws inspiration from small juice and milk cartons—the kind you find in a kombini, with a straw attached, ready to enjoy at any moment. Each one becomes a tiny container for memories, thoughts, and emotions. Through these illustrations, I explore themes like childhood, free time, personal joys, and the sweetness of being offline. It’s about appreciating music and lyrics, about the little rituals that make a day brighter. It’s also about facing daily life with a positive, gentle spirit—and finding comfort in your own company. Happy-Go-Lucky mixes social reflection with personal nostalgia, inviting you to pause, sip, and feel something warm and familiar.",2024,lupemacanudo,"-16.2902, -63.5887",Latin America,Global South,https://lupemacanudo.com/work/happy-go-lucky/
lupemacanudo,Monstruos,"A risograph-printed exploration of the monsters we wear—and the ones we become. This book is a collection of hand-drawn illustrations depicting TV monsters—creatures brought to life by actors in costumes. Each piece was drawn by hand, scanned, and carefully prepared for risograph printing, embracing the raw, textured charm of the medium.   But beyond the vibrant colors and bold lines lies a deeper reflection: What if the monster haunting you is just a person playing a role? And what if, when you finally tear off the mask… you find yourself staring back?   Monstruos explores the duality of villainy—both on screen and within ourselves. It’s a visual meditation on how we unknowingly become the architects of our own struggles, blurring the line between performer and monster. Imagine catching your tormentor, ripping off their mask… and discovering it’s you. 

",2019,lupemacanudo,"-16.2902, -63.5887",Latin America,Global South,https://lupemacanudo.com/work/monstruos/
M12 Studio,LANDLINES: San Luis Valley (Journey Into the American West),"A multi-year engagement with Colorado’s rural San Luis Valley between 2018–2022. The largest alpine valley in the world, the San Luis Valley is characterized by an unparalleled range of physical geography and extraordinary environmental phenomena; social, cultural, and economic diversity. It is a land of sand dunes, wetlands, and farmland, all above 10,000 feet in elevation. The Valley has been home to both mixed Hispanic ancestral villages, Spanish and Anglo settlements, Indigenous territories, and Catholic, Mormon, Amish, Hindu and Buddhist communities. Nestled between the Sangre de Cristo and San Juan Mountain ranges, it is home to rivers and acequias; historic adobe architecture; barley, cannabis and potato farms; deserts and dead volcanoes; UFO activity and cryptids; folk music; and medicinal ecology. Dominated by the presence of the Rio Grande River, the San Luis Valley is the headwaters of lifeways that follow it and branch out. The San Luis Valley is truly America’s Attic, and an entryway into a deeper understanding of the American Southwest.",2024,,,North America,Global North,https://m12studio.org/mercantile/landlines/
A Magic Mountain,"The Positions and Situation Project, Volume 2: 1974-1975","The Positions and Situations Project is a series of 100 letter correspondences with individuals who placed classified ads in 1970s magazines published as resources for back-to-the-landers. The 100 letter responses, ten interviews, 1970s archival letters, photographs, and ephemera are printed in a chronological series of three artist books. ",2018,,,North America,Global North,https://www.amagicmountain.com/shop/p/volume2
A Magic Mountain,SCRAPBOOK: A Pandemic Archive from the Los Angeles Food Community,"SCRAPBOOK is an archival book of food related documents from quarantine in Los Angeles compiled by chef Chloe Chappe. Inside, you’ll find: grocery lists from March 2020, lockdown menu journals, pandemic food business posters, recipes, and more.",2020,Chloe Chappe,,North America,Global North,https://www.amagicmountain.com/shop/p/scrapbook-a-pandemic-archive-from-the-los-angeles-food-community-by-chloe-chappe
A Magic Mountain,Our Plant Community: A Salmon Creek Farm Collaborative Field Guide,"Our Plant Community: A Salmon Creek Farm Collaborative Field Guide is a collection of drawings and descriptions of sixty flora found at Salmon Creek Farm in Albion, CA. The field guide was created during three gatherings facilitated by Alex Arzt in May 2018, May 2019, and December 2019 by twenty participants. The original drawings were made on watercolor paper with india ink, pen, and natural pigments created on the land. They were then scanned and printed on the Risograph machine to create this compilation. This project was made with a spirit of curiosity and amateurism in order to forge a deeper connection to the place through the plants, all the while building a resource to be utilized by visitors and residents of the Northern California Coastal Forests.",2019,,,North America,Global North,https://www.amagicmountain.com/shop/p/our-plant-community
A Magic Mountain,Whiz World Issue 7: EXTRACTION,"We reflect on the many demo(a)n(d)s, current events, societal takings, and mining that left us in this hollowed out skin bag. We are thinking about whether and when it will ever be WHIZ TIME to extract ourselves from the pandemic without burning out from the depletion of our inner resources. We are rediscovering how to prioritize extracting the great joys of deep belly laughter and regular blissful bowel movements from the furthest depths of our both squishy and calcified bodies. We are naming the extractive systems and practices that are so enmeshed in our realities that they often feel inescapable, so we must pull from within ourselves EXTRA-ACTION.",2022,,,North America,Global North,https://www.amagicmountain.com/shop/p/whiz-world-7-extraction
A Magic Mountain,Whiz World Issue 4: HELLMOUTH,"HELLMOUTH, is Whiz World’s first special edition issue, an issue  dedicated to the shadow self, the inner swamp, a space where  contributors can explore, dissect, and acknowledge the shame, disgust,  fear, guilt, embarrassment, and frustration that brews within us all.  What ideas do we repress? What gut instincts and impulses do we  willfully mute? What do we define as ‘weakness’ within ourselves? What  sentiments bring us shame? What desires do we suppress? In this issue,  Whiz World dives deep into its shadow, swimming into the murky waters  that guide us into the most hidden parts of the Realm of the Unknowing.",2019,,,North America,Global North,https://www.amagicmountain.com/shop/p/hellmouth
Makan Press,Drift,"Drift, a handmade artist book by Lebanese artist Rhea Karam. Known for her poetic engagement with urban walls, Rhea transforms fragments of the city into layered visual narratives—cutting, spray painting, and overlapping textures that act as an archive of stories accumulating in the public space. Drift continues this exploration, bringing the energy of the streets into book form. Karam’s practice moves fluidly between photography, printmaking, and installation, always returning to walls as sites of dialogue—between people, architecture, and time. With Drift, these conversations unfold page by page, reminding us that the city is not static, but alive with stories of displacement, identity, and resilience.",2025,Rhea Karam,,North America,Global North,https://www.frommakan.com/product/drift-by-rhea-karam
Makan Press,A-Ma,"At its heart, A-Ma is a portrait of Ethan Lan’s grandmother, created in the aftermath of his grandfather’s passing after sixty years of marriage. Through tender photographs of daily rituals and ordinary objects, Lan explores grief as it lingers in the details of domestic life. What begins as a family archive unfolds into a meditation on memory, resilience, and enduring love. At once deeply personal and universally resonant, A-Ma is both a family archive and a meditation on resilience. Guided by a language of closeness, Lan’s photographs move beyond documentation. They become acts of listening—glimpses into the unspoken bonds between generations, the fragility of memory, and the enduring traces of love. With A-Ma, Ethan Lan’s debut artist book, both the story and craft are celebrated – where the book itself becomes part of the story. Bound, trimmed, and finished by hand, each of the 60 editions carries traces of touch—mirroring the ways memory, grief, and love linger in the details of everyday life.",2025,Ethan Lan,,North America,Global North,https://www.frommakan.com/product/a-ma-by-ethan-lan
Makan Press,Photography from Yemen,"Photography from Yemen presents 14 contemporary photography artists from Yemen, the first ever survey of contemporary Yemeni photography. Featuring artists working both inside Yemen and in diaspora, this book not only includes a presentation of each artist’s work, but also allows them to speak about their practice in their own words.",2024,Ibi Ibrahim,,North America,Global North,https://www.frommakan.com/product/photography-from-yemen
Makan Press,Taipei,"A solo long-form project by Yemeni American artist Ibi Ibrahim. Roaming through foreign streets in the island’s capital, Ibrahim’s extrinsic eye lingers on corners of mundane quietude. The act of archiving memories away from home is fueled by the photographer’s relationship to his own homeland, Sana’a, where a once familiar taste of freedom can no longer be captured due to ongoing war and conflict. Ibi Ibrahim (b. 1987, Michigan, United States) is a Yemeni-American visual artist, musician and photo book publisher. He studied photography at the International Center of Photography in New York. Ibrahim’s work explores various thematics surrounding immigration, gender and resilience. All marked by notions of in-betweenness, transition and the diasporic human experience. His work is part of a number of private collections as well as public collections including the New York Public Library, the British Museum, Colorado College, Arab American National Museum, Barjeel Art Foundation and Durham University Oriental Museum, among others.",2024,Ibi Ibrahim,,North America,Global North,https://www.frommakan.com/product/taipei-by-ibi-ibrahim
